Sexe;Age;Statut;Occupation;Qualification;Etudie;NombreFS;NombreE;Jardinage;Cuisine;Sport;MinutesTV;LectureBD;MinutesL;EcouteRP;JournalIntime;Taille;Flag_enfant
H;43;Marie;Exerce profession;Employe de bureau;Non;6;1;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;79;Marie;Retraite;Autre;Non;1;0;Non;Non;Non;480,0;Non;0,0;Non;Non;Comme il faut;0
F;31;Celibataire;Exerce profession;Technicien;Non;1;1;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;35;Marie;Exerce profession;Employe de bureau;Non;1;3;Oui;Oui;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;1
F;22;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Non;Non;180,0;Non;0,0;Non;Oui;Pas assez;0
F;54;Divorce;Exerce profession;Employe de bureau;Non;8;2;Non;Oui;Non;180,0;Non;60,0;Non;Non;Pas assez;1
H;50;Marie;Exerce profession;Technicien;Non;7;2;Oui;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;38;Divorce;Exerce profession;Employe de bureau;Non;8;2;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;79;Marie;Retraite;Profession intermediaire;Non;7;4;Oui;Non;Non;0,0;Non;0,0;Non;Oui;Pas assez;1
F;31;Celibataire;Exerce profession;Ouvrier specialise;Non;0;0;Oui;Oui;Oui;60,0;Non;0,0;Non;Oui;Pas assez;0
F;49;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Oui;Non;180,0;Non;4,0;Non;Non;Comme il faut;1
H;44;Divorce;Exerce profession;Profession intermediaire;Non;0;1;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;27;Celibataire;Exerce profession;Cadre;Non;4;0;Non;Oui;Oui;34,29;Non;0,0;Non;Oui;Comme il faut;0
H;31;Marie;Exerce profession;Technicien;Non;4;3;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;45;Divorce;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Non;120,0;Non;120,0;Non;Oui;Pas assez;1
H;51;Marie;Exerce profession;Cadre;Non;2;3;Oui;Oui;Non;60,0;Non;0,0;Non;Oui;Comme il faut;1
F;63;Veuf;Retraite;Cadre;Non;3;5;Non;Non;Non;0,0;Non;180,0;Non;Non;Comme il faut;1
F;34;Marie;Exerce profession;Technicien;Non;2;2;Non;Non;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
F;44;Marie;Chomeur;Employe de bureau;Non;2;2;Non;Oui;Non;360,0;Non;0,0;Non;Oui;Comme il faut;1
F;31;Celibataire;Exerce profession;Cadre;Non;1;0;Oui;Oui;Oui;120,0;Non;0,0;Non;Oui;Pas assez;0
H;29;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;0;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
H;52;Marie;Autre inactif;Ouvrier qualifie;Non;12;3;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;71;Marie;Au foyer;Non concerne;Non;3;3;Non;Oui;Non;420,0;Non;0,0;Non;Non;Comme il faut;1
F;64;Veuf;Autre inactif;Ouvrier specialise;Non;2;2;Oui;Non;Oui;240,0;Non;0,0;Non;Non;Comme il faut;1
F;88;Veuf;Autre inactif;Employe de bureau;Non;1;1;Oui;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;42;Divorce;Exerce profession;Ouvrier qualifie;Non;3;1;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;48;Marie;Exerce profession;Employe de bureau;Non;0;2;Oui;Non;Oui;180,0;Oui;60,0;Non;Non;Comme il faut;1
F;22;Celibataire;Exerce profession;Employe de bureau;Non;2;1;Non;Oui;Non;300,0;Non;0,0;Non;Non;Pas assez;1
H;67;Celibataire;Retraite;Employe de bureau;Non;8;0;Oui;Oui;Non;0,0;Non;0,0;Non;Non;Pas assez;0
F;45;Divorce;Exerce profession;Ouvrier qualifie;Non;2;2;Non;Oui;Non;8,57;Non;0,0;Non;Non;Pas assez;1
F;40;Celibataire;Chomeur;Non concerne;Non;2;1;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;52;Marie;Exerce profession;Employe de bureau;Non;4;2;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;62;Marie;Retraite;Ouvrier specialise;Non;0;4;Non;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;59;Marie;Chomeur;Autre;Non;3;2;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
F;47;Marie;Exerce profession;Autre;Non;5;2;Oui;Oui;Non;180,0;Non;0,0;Non;Oui;Comme il faut;1
H;36;Marie;Exerce profession;Employe de bureau;Non;3;2;Oui;Oui;Non;360,0;Non;0,0;Non;Non;Comme il faut;1
F;54;Marie;Exerce profession;Employe de bureau;Non;3;3;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
H;59;Divorce;Retraite;Ouvrier qualifie;Non;4;4;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
F;70;Veuf;Retraite;Employe de bureau;Non;1;4;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;36;Marie;Exerce profession;Ouvrier specialise;Non;6;3;Oui;Non;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
F;35;Celibataire;Autre inactif;Ouvrier qualifie;Non;5;1;Non;Non;Non;360,0;Non;0,0;Non;Oui;Comme il faut;1
F;68;Marie;Retraite;Employe de bureau;Non;2;2;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
F;48;Marie;Exerce profession;Employe de bureau;Non;4;2;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;27;Marie;Autre inactif;Non concerne;Non;6;3;Non;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;19;Celibataire;Autre inactif;Non concerne;Non;1;0;Non;Non;Oui;120,0;Non;0,0;Oui;Non;Comme il faut;0
F;44;Divorce;Exerce profession;Profession intermediaire;Non;1;3;Oui;Non;Oui;60,0;Non;60,0;Non;Oui;Comme il faut;1
F;59;Marie;Exerce profession;Autre;Non;1;5;Non;Non;Non;360,0;Non;0,0;Non;Non;Comme il faut;1
F;40;Marie;Exerce profession;Employe de bureau;Non;7;3;Oui;Oui;Non;25,71;Non;180,0;Non;Non;Comme il faut;1
F;67;Veuf;Retraite;Technicien;Non;0;3;Oui;Non;Non;180,0;Non;85,71;Non;Non;Pas assez;1
F;23;Marie;Etudiant;Non concerne;formation initiale;1;0;Non;Non;Oui;0,0;Non;60,0;Non;Oui;Comme il faut;0
H;45;Marie;Exerce profession;Technicien;Non;2;1;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;46;Marie;Chomeur;Ouvrier qualifie;Non;2;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
H;22;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;0
F;52;Marie;Exerce profession;Employe de bureau;Non;2;3;Non;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;39;Celibataire;Exerce profession;Employe de bureau;Non;1;3;Non;Oui;Non;240,0;Non;0,0;Non;Oui;Comme il faut;1
F;60;Veuf;Retraite;Employe de bureau;Non;6;5;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;67;Marie;Retraite;Ouvrier qualifie;Non;4;1;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;25;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;0;Non;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;0
H;43;Celibataire;Exerce profession;Non concerne;Non;1;0;Non;Non;Oui;42,86;Non;0,0;Oui;Non;Comme il faut;0
F;30;Marie;Exerce profession;Employe de bureau;Non;2;0;Oui;Oui;Non;240,0;Non;0,0;Non;Oui;Comme il faut;0
F;62;Marie;Retraite;Cadre;Non;2;4;Oui;Oui;Non;60,0;Non;0,0;Non;Oui;Comme il faut;1
F;56;Marie;Autre inactif;Ouvrier specialise;Non;12;4;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;38;Marie;Exerce profession;Employe de bureau;Non;4;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Trop;1
H;29;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;0
F;73;Marie;Autre inactif;Employe de bureau;Non;3;2;Non;Non;Non;360,0;Non;0,0;Non;Non;Comme il faut;1
F;35;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
F;30;Celibataire;Exerce profession;Profession intermediaire;Non;1;0;Non;Non;Non;60,0;Non;0,0;Oui;Non;Comme il faut;0
H;37;Marie;Exerce profession;Ouvrier qualifie;Non;4;3;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;74;Marie;Retraite;Cadre;Non;6;3;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
H;20;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;0
H;51;Marie;Exerce profession;Non concerne;Non;4;3;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;32;Celibataire;Exerce profession;Employe de bureau;Non;2;1;Non;Oui;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
F;33;Marie;Exerce profession;Employe de bureau;Non;2;1;Oui;Oui;Non;25,71;Non;0,0;Non;Non;Comme il faut;1
F;52;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
H;29;Marie;Exerce profession;Non concerne;Non;2;2;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;67;Veuf;Au foyer;Non concerne;Non;5;5;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;44;Marie;Exerce profession;Profession intermediaire;Reprise de formation;1;0;Non;Non;Oui;85,71;Non;0,0;Non;Non;Pas assez;0
H;67;Marie;Retraite;Cadre;Non;0;4;Non;Non;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
F;61;Marie;Autre inactif;Technicien;Non;1;2;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;38;Marie;Autre inactif;Cadre;Non;2;2;Oui;Oui;Non;68,57;Non;42,86;Non;Oui;Comme il faut;1
F;70;Marie;Retraite;Cadre;Non;3;2;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;47;Celibataire;Exerce profession;Ouvrier qualifie;Non;3;4;Non;Oui;Non;120,0;Non;0,0;Non;Oui;Pas assez;1
F;32;Marie;Exerce profession;Profession intermediaire;Non;1;2;Oui;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;48;Marie;Exerce profession;Employe de bureau;Non;4;2;Oui;Non;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;1
F;39;Marie;Autre inactif;Non concerne;Non;4;3;Oui;Non;Non;0,0;Non;0,0;Non;Oui;Pas assez;1
F;26;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Oui;Non;0,0;Non;85,71;Non;Non;Pas assez;0
H;61;Marie;Retraite;Non concerne;Non;4;2;Oui;Non;Oui;360,0;Non;0,0;Non;Non;Pas assez;1
F;48;Marie;Chomeur;Autre;Non;1;3;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;30;Celibataire;Exerce profession;Employe de bureau;Non;4;1;Non;Non;Non;0,0;Non;0,0;Non;Non;Pas assez;1
F;76;Marie;Retraite;Employe de bureau;Non;6;3;Oui;Non;Oui;300,0;Non;0,0;Non;Non;Pas assez;1
H;52;Divorce;Exerce profession;Technicien;Non;7;1;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;69;Celibataire;Retraite;Ouvrier qualifie;Non;3;0;Non;Non;Non;120,0;Non;120,0;Non;Non;Comme il faut;0
H;64;Marie;Retraite;Cadre;Non;1;3;Non;Non;Non;0,0;Non;180,0;Non;Non;Comme il faut;1
H;51;Marie;Exerce profession;Autre;Non;6;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;45;Marie;Exerce profession;Technicien;Non;1;1;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;46;Marie;Exerce profession;Ouvrier qualifie;Non;2;3;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;82;Marie;Au foyer;Non concerne;Non;3;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;37;Marie;Exerce profession;Employe de bureau;Non;0;2;Oui;Oui;Non;42,86;Non;0,0;Non;Oui;Comme il faut;1
H;55;Marie;Retraite;Profession intermediaire;Non;1;2;Non;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;30;Celibataire;Exerce profession;Ouvrier qualifie;Non;3;1;Oui;Oui;Non;51,43;Non;0,0;Non;Non;Comme il faut;1
H;57;Marie;Exerce profession;Cadre;Non;1;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;41;Marie;Exerce profession;Non concerne;Non;5;1;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;40;Marie;Exerce profession;Ouvrier specialise;Non;13;2;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;1
H;56;Veuf;Exerce profession;Ouvrier qualifie;Non;4;2;Oui;Non;Non;25,71;Non;0,0;Non;Non;Pas assez;1
H;54;Celibataire;Exerce profession;Cadre;Non;3;0;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;0
F;54;Marie;Autre inactif;Ouvrier qualifie;Non;6;3;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
H;76;Marie;Retraite;Ouvrier qualifie;Non;1;5;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;58;Marie;Autre inactif;Non concerne;Non;5;4;Non;Non;Oui;120,0;Non;0,0;Non;Oui;Pas assez;1
H;51;Marie;Exerce profession;Cadre;Non;2;1;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;81;Veuf;Retraite;Cadre;Non;1;0;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;0
H;41;Celibataire;Exerce profession;Cadre;Non;3;4;Oui;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
H;69;Marie;Retraite;Ouvrier qualifie;Non;2;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;55;Marie;Exerce profession;Non concerne;Non;3;2;Non;Non;Non;240,0;Non;0,0;Non;Non;Pas assez;1
F;75;Marie;Retraite;Employe de bureau;Non;0;1;Non;Non;Non;180,0;Non;180,0;Non;Non;Pas assez;1
H;55;Marie;Autre inactif;Ouvrier qualifie;Non;5;2;Oui;Non;Oui;0,0;Non;60,0;Non;Non;Comme il faut;1
F;70;Veuf;Retraite;Ouvrier qualifie;Non;0;1;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;30;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Non;Oui;128,57;Non;0,0;Non;Non;Comme il faut;0
F;77;Veuf;Retraite;Employe de bureau;Non;6;2;Non;Non;Non;120,0;Non;60,0;Non;Non;Comme il faut;1
H;83;Marie;Retraite;Profession intermediaire;Non;4;5;Oui;Non;Oui;360,0;Non;0,0;Non;Oui;Comme il faut;1
H;73;Marie;Retraite;Cadre;Non;4;1;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;74;Celibataire;Retraite;Profession intermediaire;Non;0;1;Non;Non;Non;240,0;Non;0,0;Non;Non;Pas assez;1
F;75;Veuf;Au foyer;Non concerne;Non;14;4;Non;Non;Non;360,0;Non;0,0;Non;Non;Pas assez;1
F;55;Divorce;Autre inactif;Employe de bureau;Non;2;4;Non;Non;Non;420,0;Non;0,0;Non;Non;Comme il faut;1
H;74;Marie;Retraite;Non concerne;Non;1;2;Oui;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;37;Celibataire;Exerce profession;Non concerne;Non;1;1;Oui;Non;Oui;17,14;Non;0,0;Non;Non;Comme il faut;1
F;55;Veuf;Retraite;Employe de bureau;Non;2;3;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;82;Marie;Retraite;Employe de bureau;Non;1;3;Oui;Oui;Non;180,0;Non;60,0;Non;Non;Comme il faut;1
F;20;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Oui;Oui;60,0;Non;0,0;Non;Oui;Pas assez;0
F;40;Divorce;Exerce profession;Employe de bureau;Non;5;0;Non;Oui;Oui;25,71;Non;180,0;Non;Oui;Comme il faut;0
F;31;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
F;23;Celibataire;Exerce profession;Ouvrier specialise;Non;3;0;Non;Non;Oui;0,0;Non;0,0;Non;Non;Pas assez;0
F;46;Marie;Autre inactif;Non concerne;Non;8;6;Non;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;22;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Oui;120,0;Non;0,0;Non;Non;Trop;0
F;77;Marie;Retraite;Employe de bureau;Non;3;5;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;65;Divorce;Exerce profession;Non concerne;Non;4;2;Oui;Non;Non;60,0;Non;0,0;Non;Oui;Comme il faut;1
F;30;Celibataire;Autre inactif;Non concerne;Non;4;1;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;71;Marie;Retraite;Employe de bureau;Non;0;2;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;63;Divorce;Exerce profession;Employe de bureau;Non;1;3;Non;Non;Oui;120,0;Non;60,0;Non;Oui;Pas assez;1
H;36;Marie;Exerce profession;Employe de bureau;Non;4;2;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Pas assez;1
F;35;Veuf;Exerce profession;Employe de bureau;Non;0;2;Non;Oui;Oui;0,0;Non;0,0;Non;Oui;Comme il faut;1
H;48;Divorce;Exerce profession;Profession intermediaire;Non;4;1;Non;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;70;Marie;Retraite;Employe de bureau;Non;4;3;Non;Oui;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
F;18;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Non;Non;120,0;Non;0,0;Oui;Non;Comme il faut;0
F;37;Marie;Exerce profession;Employe de bureau;Non;2;3;Oui;Oui;Non;60,0;Non;0,0;Non;Oui;Comme il faut;1
F;37;Marie;Autre inactif;Employe de bureau;Non;4;2;Oui;Oui;Non;120,0;Non;0,0;Non;Oui;Pas assez;1
H;66;Marie;Retraite;Ouvrier qualifie;Non;0;3;Oui;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;29;Celibataire;Exerce profession;Profession intermediaire;Non;1;0;Non;Oui;Non;8,0;Oui;42,86;Non;Oui;Pas assez;0
H;23;Celibataire;Etudiant;Ouvrier qualifie;Non;2;0;Oui;Non;Oui;8,57;Non;0,0;Non;Non;Pas assez;0
F;25;Celibataire;Chomeur;Cadre;Non;3;0;Non;Oui;Oui;300,0;Non;0,0;Non;Oui;Comme il faut;0
H;41;Marie;Exerce profession;Non concerne;Non;5;3;Non;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
H;65;Marie;Retraite;Cadre;Non;4;2;Oui;Oui;Non;17,14;Non;0,0;Non;Non;Comme il faut;1
H;32;Marie;Exerce profession;Ouvrier qualifie;Non;6;4;Oui;Oui;Non;40,0;Non;0,0;Non;Non;Comme il faut;1
F;26;Celibataire;Exerce profession;Cadre;Reprise de formation;2;0;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;0
H;49;Marie;Exerce profession;Cadre;Non;2;4;Non;Non;Non;42,86;Non;0,0;Non;Non;Comme il faut;1
H;47;Divorce;Exerce profession;Cadre;Non;5;4;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;50;Marie;Exerce profession;Cadre;Non;1;2;Oui;Oui;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;1
H;57;Divorce;Chomeur;Ouvrier qualifie;Non;4;4;Non;Oui;Non;240,0;Non;0,0;Non;Non;Pas assez;1
F;58;Marie;Autre inactif;Employe de bureau;Non;3;2;Non;Non;Non;240,0;Non;0,0;Non;Non;Pas assez;1
F;48;Marie;Chomeur;Employe de bureau;Non;2;0;Non;Non;Non;720,0;Non;0,0;Non;Non;Pas assez;0
H;44;Marie;Exerce profession;Ouvrier qualifie;Non;4;3;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;59;Marie;Exerce profession;Cadre;Non;2;1;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;38;Divorce;Exerce profession;Employe de bureau;Non;2;2;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;62;Marie;Autre inactif;Employe de bureau;Non;6;4;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
F;65;Veuf;Retraite;Ouvrier qualifie;Non;3;3;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;18;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Oui;Non;Oui;85,71;Non;0,0;Non;Non;Comme il faut;0
F;77;Divorce;Retraite;Cadre;Non;4;4;Oui;Oui;Oui;85,71;Non;180,0;Non;Oui;Pas assez;1
F;59;Marie;Autre inactif;Non concerne;Non;5;10;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;65;Divorce;Retraite;Employe de bureau;Non;9;1;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;46;Marie;Autre inactif;Autre;Non;0;1;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
F;49;Marie;Exerce profession;Employe de bureau;Non;3;5;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;51;Marie;Exerce profession;Technicien;Non;2;2;Non;Non;Oui;120,0;Non;60,0;Non;Oui;Comme il faut;1
H;25;Marie;Exerce profession;Cadre;Non;5;0;Non;Non;Oui;25,71;Non;0,0;Non;Oui;Pas assez;0
H;35;Marie;Exerce profession;Cadre;Non;1;2;Oui;Non;Oui;180,0;Non;0,0;Oui;Non;Comme il faut;1
H;39;Marie;Exerce profession;Ouvrier qualifie;Non;4;2;Non;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;25;Marie;Autre inactif;Employe de bureau;Non;2;1;Non;Oui;Non;300,0;Non;0,0;Non;Oui;Comme il faut;1
H;21;Celibataire;Exerce profession;Ouvrier qualifie;Non;1;0;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
H;65;Celibataire;Retraite;Cadre;Non;2;6;Oui;Non;Oui;257,14;Non;0,0;Non;Non;Pas assez;1
F;27;Marie;Exerce profession;Employe de bureau;Non;1;0;Non;Non;Oui;17,14;Non;0,0;Non;Non;Pas assez;0
F;45;Marie;Exerce profession;Employe de bureau;Non;2;2;Oui;Oui;Oui;0,0;Non;0,0;Non;Oui;Pas assez;1
H;30;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;0;Non;Oui;Oui;360,0;Non;0,0;Non;Non;Comme il faut;0
H;60;Marie;Retraite;Cadre;Non;3;2;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;66;Marie;Retraite;Employe de bureau;Non;7;4;Oui;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;88;Veuf;Au foyer;Non concerne;Non;2;2;Non;Non;Non;180,0;Non;180,0;Non;Non;Comme il faut;1
H;59;Veuf;Retraite;Ouvrier qualifie;Non;3;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;43;Marie;Exerce profession;Ouvrier qualifie;Non;12;3;Non;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;52;Marie;Exerce profession;Employe de bureau;Non;4;2;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;46;Marie;Autre inactif;Non concerne;Non;9;4;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;25;Celibataire;Exerce profession;Cadre;Non;0;0;Non;Oui;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;0
F;44;Marie;Exerce profession;Profession intermediaire;Non;2;3;Non;Oui;Oui;25,71;Non;0,0;Non;Non;Pas assez;1
H;51;Marie;Exerce profession;Employe de bureau;Non;1;3;Oui;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;58;Marie;Retraite;Profession intermediaire;Non;4;3;Non;Non;Non;240,0;Non;120,0;Non;Non;Comme il faut;1
F;36;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;0
F;68;Celibataire;Retraite;Employe de bureau;Non;0;0;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;0
H;69;Marie;Retraite;Autre;Non;7;4;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;20;Celibataire;Etudiant;Non concerne;formation initiale;4;0;Oui;Oui;Oui;42,86;Non;0,0;Non;Non;Comme il faut;0
F;42;Divorce;Chomeur;Ouvrier specialise;Non;2;4;Non;Oui;Non;0,0;Non;0,0;Non;Non;Pas assez;1
H;69;Marie;Retraite;Ouvrier qualifie;Non;1;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;67;Veuf;Retraite;Employe de bureau;Non;2;2;Oui;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;47;Celibataire;Autre inactif;Cadre;Non;1;5;Non;Non;Non;120,0;Non;0,0;Non;Non;Trop;1
F;67;Marie;Retraite;Employe de bureau;Non;1;3;Non;Non;Non;360,0;Non;0,0;Non;Non;Comme il faut;1
F;35;Divorce;Exerce profession;Employe de bureau;Non;1;1;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;71;Veuf;Retraite;Employe de bureau;Non;2;2;Non;Oui;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;1
F;34;Marie;Exerce profession;Cadre;Non;2;2;Non;Oui;Non;60,0;Non;0,0;Non;Oui;Comme il faut;1
H;67;Marie;Retraite;Ouvrier qualifie;Non;0;1;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;37;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Oui;Oui;34,29;Non;0,0;Non;Non;Comme il faut;0
H;29;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
H;48;Marie;Exerce profession;Profession intermediaire;Non;2;1;Non;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;65;Marie;Retraite;Ouvrier specialise;Non;3;3;Oui;Oui;Non;360,0;Non;0,0;Non;Non;Comme il faut;1
F;36;Celibataire;Chomeur;Employe de bureau;Non;2;2;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;76;Marie;Retraite;Ouvrier specialise;Non;7;4;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
